210;766;370
211;1008;346
212;842;357
213;911;338
214;952;318
215;977;295
216;990;278
217;924;339
218;939;339
219;974;341
220;983;338
221;1012;279
222;1006;281
223;900;394
224;1062;260
225;994;288
226;1074;253
227;1093;261
228;1137;197
229;1028;274
230;980;343
231;919;383
232;295;611
233;1069;363
234;1087;370
235;1033;422
236;958;397
237;976;405
238;989;407
239;1008;409
240;1001;374
241;1000;379
242;983;425
243;1018;381
244;1005;418
245;1040;419
246;1043;410
247;1033;404
248;1011;401
249;1050;355
250;1030;346
251;1002;429
252;6;296
253;590;519
254;587;510
255;684;295
256;1164;488
257;360;589
258;2;308
259;658;509
260;877;433
261;663;510
262;869;430
263;678;511
264;701;514
265;671;436
266;827;469
267;831;471
268;653;444
269;789;499
270;650;445
271;720;515
272;651;507
273;725;514
274;927;422
275;706;383
276;643;380
277;695;374
278;1183;468
279;674;364
280;689;371
281;23;303
282;202;332
283;675;379
284;1310;486
285;1044;453
286;690;373
287;874;431
288;374;357
289;621;392
290;118;321
291;859;427
292;635;392
293;1205;471
294;698;399
295;1196;470
296;691;398
297;1193;474
298;923;435
299;7;306
300;913;434
301;1202;476
302;687;365
303;63;313
304;599;385
305;1163;470
306;720;402
307;13;301
308;920;419
309;635;394
310;10;299
311;651;392
312;1088;459
313;638;395
314;700;375
315;634;390
316;1142;467
317;1002;494
318;661;540
319;730;567
320;735;573
321;692;578
322;690;564
323;674;544
324;709;613
325;725;608
326;740;579
327;683;551
328;740;582
329;702;593
330;699;588
331;664;540
332;1295;484
333;1224;474
334;1146;463
335;1144;465
336;1076;455
337;1040;450
338;915;444
339;695;437
340;944;436
341;952;435
342;928;434
343;924;431
344;916;433
345;898;432
346;933;432
347;908;432
348;930;429
349;930;425
350;910;585
351;940;568
352;1023;541
353;1026;546
354;1040;541
355;1036;537
356;892;584
357;832;601
358;835;595
359;851;596
360;842;594
361;825;575
362;690;573
363;809;561
364;813;560
365;687;556
366;679;547
367;710;541
368;712;540
369;685;540
370;682;538
371;710;538
372;685;537
373;768;507
374;761;506
375;765;506
376;763;506
377;766;506
378;762;505
379;768;505
380;762;504
381;769;504
382;761;502
383;762;503
384;770;502
385;773;502
386;763;501
387;770;501
388;764;500
389;780;500
390;770;500
391;766;500
392;769;499
393;768;499
394;764;498
395;767;497
396;844;494
397;904;469
398;1037;421
399;629;384
400;612;381
401;605;380
402;757;365
403;596;364
404;604;364
405;610;364
406;611;363
407;813;362
408;611;360
409;774;358
410;766;356
411;960;342
412;953;342
413;923;334
414;937;327
415;993;310
416;966;307
417;813;298
418;883;297
419;896;294
420;929;283
421;937;280
422;940;274
423;1090;244
424;943;261
425;1116;221
426;712;439
427;770;502
428;764;497
429;762;502
430;762;503
431;286;344
432;263;337
433;315;344
434;850;595
435;822;575
436;824;575
437;807;560
438;808;557
439;767;509
440;769;509
441;764;507
442;768;506
443;772;502
444;771;499
445;764;499
446;767;498
447;746;470
448;733;455
449;729;408
450;695;402
451;697;401
452;672;400
453;676;399
454;748;390
455;629;389
456;596;369
457;604;368
458;1024;364
459;1021;373
460;923;434
461;836;496
462;811;559
463;1286;483
464;1263;480
465;980;375
466;1080;274
467;101;314
468;74;310
469;39;305
470;1027;422
471;1044;415
472;1039;405
473;984;560
474;980;555
475;1046;497
476;642;583
477;640;585
478;658;563
479;665;562
480;649;569
481;643;582
482;653;567
483;670;562
484;674;562
485;672;562
486;647;575
487;658;562
488;641;584
489;647;572
490;660;560
491;644;580
492;651;568
493;646;577
494;658;565
495;671;562
496;679;565
497;654;566
498;659;561
499;655;565
500;685;570
501;668;563
502;664;561
503;684;569
504;667;562
505;648;571
506;657;565
507;663;561
508;675;563
509;661;560
510;658;564
511;668;537
512;649;536
513;644;528
514;644;525
515;670;537
516;645;522
517;665;536
518;651;536
519;658;536
520;644;527
521;673;538
522;643;529
523;662;536
524;644;531
525;645;535
526;645;521
527;645;532
528;660;536
529;655;536
530;645;524
531;645;534
532;645;519
533;641;537
534;623;534
535;638;537
536;634;536
537;601;528
538;606;530
539;646;536
540;716;435
541;722;436
542;729;417
543;723;416
544;1068;286
545;1072;364
546;1034;447
547;1077;366
548;1065;361
549;1090;371
550;1101;375
551;612;311
552;597;526
553;593;523
554;591;521
555;645;517
556;650;510
557;1106;230
558;1002;284
559;1005;287
560;1007;294
561;1004;299
562;998;305
563;858;378
564;943;323
565;952;331
566;631;215
567;987;282
568;1146;208
569;1006;290
570;1006;297
571;975;400
572;973;404
573;971;410
574;881;346
575;870;330
576;884;318
577;889;324
578;872;303
579;884;299
580;934;335
581;932;332
582;931;330
583;967;342
584;871;428
585;872;424
586;868;423
587;866;428
588;562;415
589;560;414
590;559;413
591;558;411
592;594;402
593;596;401
594;562;400
595;598;400
596;563;399
597;565;398
598;599;398
599;568;398
600;600;389
601;549;382
602;623;467
603;951;329
604;951;330
605;688;367
606;595;328
607;632;288
608;605;233
609;21;307
610;13;306
611;15;301
612;1042;418
613;1044;413
614;1041;407
615;1030;422
616;598;325
617;607;328
618;608;329
619;609;339
620;608;329
621;632;329
622;658;333
623;740;338
624;736;309
625;738;310
626;742;339
627;740;340
628;743;339
629;791;354
630;812;363
631;777;358
632;763;356
633;747;360
634;865;369
635;870;371
636;887;378
637;895;387
638;893;384
639;916;418
640;918;418
641;1037;404
642;1060;261
643;978;405
644;920;335
645;911;323
646;910;323
647;907;322
648;903;323
649;891;326
650;869;304
651;867;305
652;864;306
653;861;308
654;847;320
655;944;261
656;950;260
657;953;259
658;957;257
659;962;252
660;965;251
661;958;255
662;829;298
663;828;296
664;827;294
665;829;285
666;832;285
667;918;332
668;890;325
669;822;403
670;855;408
671;863;384
672;861;379
673;863;381
674;863;382
675;831;379
676;832;377
677;835;376
678;839;375
679;843;375
680;852;377
681;808;401
682;826;392
683;808;400
684;811;398
685;859;378
686;452;455
687;635;325
688;610;312
689;195;332
690;728;566
691;726;567
692;726;568
693;737;581
694;735;583
695;736;582
696;740;581
697;729;567
698;726;568
699;1098;517
700;1090;517
701;1091;518
702;1090;518
703;1089;519
704;629;292
705;594;333
706;594;330
707;597;378
708;587;383
709;593;381
710;597;381
711;462;369
712;197;327
713;375;353
714;119;317
715;906;467
716;909;462
717;971;522
718;974;527
719;974;526
720;704;405
721;708;408
722;720;410
723;725;408
724;774;438
725;772;442
726;804;447
727;775;433
728;795;436
729;793;441
730;805;444
731;807;443
732;772;460
733;774;456
734;773;455
735;772;455
736;745;451
737;717;441
738;722;443
739;874;558
740;620;627
741;979;339
742;691;575
743;690;569
744;689;560
745;681;549
746;669;542
747;683;538
748;683;539
749;711;539
750;711;541
751;684;537
752;682;538
753;683;539
754;666;541
755;672;543
756;769;504
757;770;503
758;770;500
759;767;505
760;767;499
761;743;469
762;788;476
763;707;382
764;708;380
765;707;378
766;705;376
767;701;375
768;697;375
769;692;374
770;691;373
771;688;369
772;686;365
773;688;366
774;644;374
775;658;374
776;659;375
777;660;380
778;657;335
779;659;331
780;655;508
781;722;515
782;603;485
783;590;480
784;585;473
785;690;450
786;671;437
787;694;440
788;677;437
789;673;448
790;682;438
791;679;449
792;688;439
793;685;450
794;848;493
795;982;340
796;987;339
797;985;338
798;964;354
799;956;359
800;909;388
801;925;380
802;668;380
803;673;379
804;676;378
805;659;375
806;643;375
807;643;375
808;644;380
809;644;380
810;658;391
811;689;391
812;690;392
813;690;393
814;671;391
815;664;391
816;595;379
817;590;382
818;598;383
819;597;379
820;359;354
821;836;282
822;837;279
823;837;277
824;835;275
825;834;272
826;830;269
827;828;267
828;827;264
829;826;261
830;826;257
831;826;262
832;827;265
833;832;271
834;835;284
