25504141;41.17275;-8.622351;-0.1504884;0.7186001
25504147;41.17251;-8.622445;-0.1504901;0.7185958
25504151;41.17231;-8.622754;-0.1504955;0.7185923
25504153;41.17229;-8.623186;-0.150503;0.7185921
25504154;41.17248;-8.623497;-0.1505084;0.7185954
25504156;41.17283;-8.62359;-0.15051;0.7186015
25504157;41.17314;-8.623327;-0.1505055;0.7186069
25504163;41.17423;-8.622406;-0.1504894;0.7186259
25504165;41.17272;-8.622046;-0.1504831;0.7185995
25504166;41.17251;-8.622107;-0.1504841;0.7185959
25504167;41.17216;-8.622543;-0.1504918;0.7185898
25504168;41.17209;-8.622892;-0.1504979;0.7185886
25504169;41.17235;-8.623574;-0.1505098;0.7185931
25504170;41.17266;-8.624052;-0.1505181;0.7185984
25504171;41.17287;-8.624636;-0.1505283;0.7186022
25504172;41.17295;-8.625189;-0.1505379;0.7186036
25504173;41.17294;-8.625538;-0.150544;0.7186033
25532144;41.17271;-8.594767;-0.150007;0.7185993
25532145;41.17233;-8.594706;-0.1500059;0.7185928
25532146;41.17187;-8.594455;-0.1500015;0.7185847
25532185;41.17102;-8.596411;-0.1500357;0.7185699
25532186;41.1711;-8.596111;-0.1500304;0.7185712
25532189;41.17157;-8.595664;-0.1500226;0.7185794
25532193;41.17267;-8.595076;-0.1500124;0.7185986
25532197;41.1731;-8.594989;-0.1500109;0.7186061
25532199;41.17263;-8.595343;-0.150017;0.7185979
25532200;41.17234;-8.59566;-0.1500226;0.7185929
25532201;41.17204;-8.596209;-0.1500321;0.7185877
25532202;41.17196;-8.596435;-0.1500361;0.7185863
25532204;41.17147;-8.597594;-0.1500563;0.7185777
25532205;41.17137;-8.597121;-0.1500481;0.7185759
25532206;41.17118;-8.596909;-0.1500444;0.7185727
25532207;41.17108;-8.596809;-0.1500426;0.7185709
25532208;41.17095;-8.59621;-0.1500322;0.7185686
25532209;41.1711;-8.595933;-0.1500273;0.7185712
25532210;41.17155;-8.595545;-0.1500206;0.7185792
25532211;41.17208;-8.595221;-0.1500149;0.7185884
25532212;41.17268;-8.594954;-0.1500102;0.7185988
25532222;41.17209;-8.595332;-0.1500168;0.7185886
25620516;41.14996;-8.614044;-0.1503434;0.7182022
25620518;41.14993;-8.614813;-0.1503568;0.7182017
25620570;41.15299;-8.612018;-0.1503081;0.7182552
